,actor_id,login,name,email,bio,type,followers,following,tfidf_similarity,counts_of_activity,counts_of_issue,counts_of_pull_request,counts_of_repository,counts_of_commit,counts_of_active_day,periodicity_of_activities,counts_of_connection_account,median_response_time,label
15406,9285880,0,0,0,0,0,56,40,0.0,2092,225,949,158,759,234,0.139412543,9,5912.125,Human
15407,20095261,0,0,0,0,0,87,292,0.015140432,2112,196,382,558,972,281,0.139407325,26,13465.40278,Bot
15408,9611008,0,0,0,0,0,40,2,0.013836426,3737,831,1180,548,1171,227,0.139404398,30,35240.04444,Human
15409,27669465,0,0,0,0,0,6,0,0.02127209,12596,432,5025,2870,4178,262,0.139399778,64,7056.551724,Human
15410,790995,0,0,0,0,0,356,50,0.02793754,1788,535,567,299,371,242,0.139379218,17,20364.74359,Human
15411,13197402,0,0,0,0,0,0,0,0.024814067,566,80,285,41,160,172,0.139374281,24,8740.015385,Human
15412,19369651,0,0,0,0,0,9,7,0.052450976,4094,102,2022,701,1261,257,0.139372521,40,5122.583333,Human
15413,40163811,0,0,0,0,0,2,0,0.024042471,1298,45,910,74,269,157,0.139364608,52,2246.341463,Human
15414,28617060,0,0,0,0,0,55,8,0.0,2516,522,726,381,815,234,0.139363027,24,15880.625,Human
15415,1844001,0,0,0,0,0,77,51,0.0,365,161,26,130,46,166,0.139348573,46,10937.0,Human
15416,14309773,0,0,0,0,0,150,4,0.015668897,8876,1794,4298,852,1929,352,0.139343401,131,55545.72222,Human
15417,4210061,0,0,0,0,0,318,318,0.021345065,2533,380,587,584,972,302,0.139305737,38,9024.857143,Human
15418,61474540,0,0,0,0,0,32,28,0.0,1049,134,237,224,448,176,0.139279614,63,602.9027778,Human
15419,48490400,0,0,0,0,0,3,0,0.017098032,932,29,313,139,451,178,0.139278835,20,1362.117647,Human
15420,11937915,0,0,0,0,0,64,3,0.0,2000,673,372,142,780,226,0.139277296,3,37965.13636,Human
15421,339166,0,0,0,0,0,8,6,0.0,7636,113,2343,1244,3932,291,0.139277258,10,2181.43038,Human
15422,28003749,0,0,0,0,0,117,476,0.018247344,1452,33,331,526,549,218,0.139274628,9,4880.846154,Human
15423,6484844,0,0,0,0,0,95,60,0.017032368,4271,185,63,175,3830,154,0.139274335,10,21167.42105,Human
15424,10281256,0,0,0,0,0,158,3,0.0,2739,345,1648,127,619,197,0.139244839,63,23368.2029,Human
15425,81610181,0,0,0,0,0,6,0,0.115835789,911,902,4,3,2,178,0.139244039,56,85950.0,Human
15426,1179329,0,0,0,0,0,9,0,0.022090599,1172,186,945,18,23,167,0.139242174,92,18690.8875,Human
15427,33285290,0,0,0,0,0,3,91,0.017394817,453,41,274,47,89,90,0.139233063,16,17609.61765,Human
15428,47610365,0,0,0,0,0,67,47,0.030877073,591,79,124,225,163,126,0.139229106,11,3023.880952,Human
15429,1293565,0,0,0,0,0,382,57,0.010089196,8440,1105,4116,950,2257,273,0.139224461,65,67506.125,Human
15430,28750310,0,0,0,0,0,42,0,0.013690693,2265,462,1108,203,492,247,0.139211732,55,9989.836364,Human
15431,58103249,0,0,0,0,0,5,0,0.036066411,1015,134,365,153,363,128,0.139206151,32,11724.08696,Human
15432,80445420,0,0,0,0,0,3,1,0.0,459,83,166,39,171,57,0.139189771,19,4016.793651,Human
15433,1333816,0,0,0,0,0,8,0,0.047907082,89,10,13,27,37,19,0.139176784,2,3437.0,Bot
15434,13383753,0,0,0,0,0,55,22,0.230457023,852,847,1,3,1,179,0.139172824,80,3711.4,Human
15435,50187,0,0,0,0,0,115,8,0.009990053,986,295,131,114,434,180,0.139167715,40,18574.5,Human
15436,6574144,0,0,0,0,0,149,55,0.039307444,1176,280,425,193,276,173,0.139163829,47,2755.365591,Human
15437,7575921,0,0,0,0,0,18,11,0.0,3098,286,1386,175,1249,227,0.139163517,37,10482.02778,Human
15438,1067951,0,0,0,0,0,960,163,0.014000854,2253,1066,250,186,736,298,0.139161224,22,15796.56522,Human
15439,8376983,0,0,0,0,0,24,0,0.032136176,6118,1184,4000,318,616,288,0.139146443,68,13551.16667,Human
15440,39308239,0,0,0,0,0,5,0,0.0,285,280,2,2,1,132,0.139133598,95,48433.3871,Human
15441,57539816,0,0,0,0,0,1,0,0.016176232,171,19,71,19,62,61,0.139126664,14,5147.529412,Human
15442,683713,0,0,0,0,0,68,23,0.010839017,3161,526,1972,203,452,219,0.13912618,66,6263.54902,Human
15443,44966813,0,0,0,0,0,6,7,0.042869995,344,62,174,20,88,78,0.139117778,13,24000.25,Human
15444,23019877,0,0,0,0,0,82,1,0.0,4233,955,1734,301,1243,299,0.139084928,14,143092.8571,Human
15445,49917914,0,0,0,0,0,14,0,0.014145127,3910,741,1164,548,1457,196,0.13907466,27,44217.0,Human
15446,59715513,0,0,0,0,0,12,3,0.1,3759,22,1073,1098,1554,286,0.139060657,11,523.0,Human
15447,696742,0,0,0,0,0,68,7,0.0,3218,578,333,534,1516,195,0.139051388,3,13059.4303,Human
15448,2036040,0,0,0,0,0,3057,12,0.026358066,5760,1179,2225,824,1529,229,0.139041601,92,68587.51613,Human
15449,5311119,0,0,0,0,0,37,12,0.030829469,311,43,133,34,94,50,0.139036742,20,61173.58824,Human
15450,22604871,0,0,0,0,0,1,0,0.016085853,166,20,7,1,138,95,0.139023118,12,1080.947368,Human
15451,43595115,0,0,0,0,0,44,0,0.020523363,350,144,75,48,80,82,0.139006124,33,9833.682353,Human
15452,17230883,0,0,0,0,0,26,30,0.02328347,6695,549,4338,541,1267,226,0.138996602,11,39007.47253,Human
15453,2919625,0,0,0,0,0,85,0,0.021543735,2241,70,1077,278,816,229,0.13896959,27,246.4492754,Human
15454,2733197,0,0,0,0,0,2,0,0.020355303,180,128,19,13,20,54,0.138943616,22,6933.586957,Human
15455,2297442,0,0,0,0,0,385,0,0.0,6005,487,553,1037,3708,310,0.138938527,21,7307.232558,Human
15456,281007,0,0,0,0,0,78,80,0.031250827,2832,9,20,1073,1724,355,0.138926534,3,29088.33333,Human
15457,299979,0,0,0,0,0,57,7,0.0,4080,1120,1578,636,702,218,0.138926164,13,75578.73077,Human
15458,477114,0,0,0,0,0,202,139,0.0,4058,217,73,370,3273,294,0.138922943,10,13166.91667,Human
15459,430126,0,0,0,0,0,44,42,0.014883933,2117,1311,594,73,138,234,0.138902479,44,88132.26316,Human
15460,4403806,0,0,0,0,0,130,1,0.0,9039,2986,3825,822,1382,336,0.1388893,159,135335.4118,Human
15461,3189670,0,0,0,0,0,9,1,0.0,951,92,457,192,197,167,0.138840966,25,10305.4875,Human
15462,16245250,0,0,0,0,0,359,115,0.014004934,8547,892,2775,634,4240,354,0.138840009,29,7040.961538,Human
15463,42692274,0,0,0,0,0,86,134,0.025418085,3970,579,148,2125,1063,278,0.138823239,25,10547.13793,Human
15464,6069599,0,0,0,0,0,12,15,0.0,3489,86,1582,125,1690,213,0.138817259,12,3036.108108,Human
15465,609052,0,0,0,0,0,240,0,0.17537381,2936,366,1243,463,859,170,0.138815646,37,25625.6875,Human
15466,46826984,0,0,0,0,0,14,1,0.021461771,6595,1443,4120,467,565,262,0.138803716,16,58622.5,Human
15467,24401983,1,0,0,0,0,3,0,0.488958185,5157,5157,0,0,0,227,0.138791937,15,205183.7,Bot
15468,15120237,0,0,0,0,0,12,3,0.134475579,648,10,220,149,269,115,0.138779058,15,1153.0,Human
15469,22834310,0,0,0,0,0,5,2,0.02763661,511,25,180,75,227,82,0.138757535,23,1445.791667,Human
15470,3864169,0,0,0,0,0,4,0,0.027283962,3548,8,36,11,3487,253,0.138753547,2,2823.5,Human
15471,78472213,0,0,0,0,0,0,0,0.029364714,454,126,198,40,90,103,0.138749328,23,5796.204545,Human
15472,6942,0,0,0,0,0,2894,61,0.020409048,5568,1343,1471,1090,1616,319,0.138748013,79,169323.0,Human
15473,73843131,0,0,0,0,0,0,0,0.019890245,541,501,0,0,40,147,0.138735837,44,27858.4507,Human
15474,37933427,0,0,0,0,0,8,12,0.0,518,24,141,70,283,95,0.138675188,23,2110.730769,Human
15475,394382,0,0,0,0,0,1836,14,0.015558175,3989,1244,743,453,1445,330,0.13865813,54,16836.22581,Human
15476,820871,0,0,0,0,0,61,0,0.018224929,130,76,38,3,13,53,0.138650713,28,31654.78723,Human
15477,471693,0,0,0,0,0,31,4,0.020304094,799,206,336,59,198,154,0.138645804,57,3956.757895,Human
15478,13345708,0,0,0,0,0,18,9,0.0,200,3,62,28,106,58,0.138641948,5,13795.0,Human
15479,6802825,0,0,0,0,0,308,30,0.0,196,107,12,19,56,64,0.138632135,9,2365.074074,Human
15480,43151199,0,0,0,0,0,2,0,0.013307949,125,13,22,8,82,50,0.138626182,8,2338.777778,Human
15481,36564236,0,0,0,0,0,0,0,0.021562196,3758,125,781,303,2549,208,0.138611302,10,2877.133333,Human
15482,3939322,0,0,0,0,0,21,1,0.05830807,2874,201,1632,276,765,235,0.138610075,24,16106.81395,Human
15483,288203,0,0,0,0,0,22,5,0.018729198,1044,189,457,130,268,172,0.138589347,35,33652.22222,Human
15484,29880145,0,0,0,0,0,9447,115,0.0,1351,381,247,123,599,252,0.13858525,8,7964.791667,Human
15485,5969409,0,0,0,0,0,1,0,0.130241536,273,74,114,21,64,52,0.138582398,14,2043.611111,Human
15486,13694532,0,0,0,0,0,6,0,0.011874368,396,310,85,1,0,140,0.138577113,42,28489.68571,Human
15487,1235097,0,0,0,0,0,251,7,0.0,3830,448,1374,628,1357,224,0.138574279,49,19337.82759,Human
15488,1246444,0,0,0,0,0,117,3,0.009872895,14088,364,6609,3359,3743,293,0.138571463,45,3890.644444,Human
15489,38657976,0,0,0,0,0,6,0,0.100250764,707,705,0,2,0,194,0.138555628,57,31318.10526,Human
15490,7061425,0,0,0,0,0,1,0,0.031708362,35660,7,2,12,35637,58,0.138534228,3,401.5,Human
15491,43971,0,0,0,0,0,159,204,0.0,61,1,1,54,5,31,0.13852459,2,730.0,Human
15492,52675209,0,0,0,0,0,0,0,0.060274729,1644,189,998,66,391,171,0.138521883,29,6761.354167,Human
15493,27694443,0,0,0,0,0,7,6,0.016131595,412,30,135,115,132,102,0.138514301,19,2958.466667,Human
15494,3192370,0,0,0,0,0,32,31,0.0,4927,28,2148,1039,1708,251,0.13851337,5,25589.0,Human
15495,241506,0,0,0,0,0,1014,16,0.0,2852,775,545,460,996,293,0.138462105,75,19159.78846,Human
15496,22452781,0,0,0,0,0,120,0,0.028155395,4005,409,816,476,2290,274,0.138450194,40,35947.54545,Human
15497,49115689,0,0,0,0,0,4,3,0.036880959,466,33,106,26,300,113,0.13844862,16,18257.3871,Human
15498,574350,0,0,0,0,0,15,27,0.021489594,1646,38,834,247,522,96,0.138448029,10,1912.875,Human
15499,3812162,0,0,0,0,0,39,51,0.0,504,248,109,53,92,118,0.138408832,26,18311.7069,Human
15500,56442535,0,0,0,0,0,4,0,0.0,2390,209,1433,227,521,208,0.138389605,58,1713.638554,Human
15501,8686559,0,0,0,0,0,11,0,0.013922299,3732,259,831,844,1746,205,0.138389041,6,9914.833333,Human
15502,1205393,0,0,0,0,0,45,20,0.0,911,418,317,71,103,169,0.138387963,46,21083.38028,Human
15503,76483474,0,0,0,0,0,112,245,0.0,5196,27,46,1168,3928,327,0.1383856,5,123.9285714,Human
15504,571752,0,0,0,0,0,487,9,0.01570045,609,209,81,50,265,138,0.138385141,25,21336.02174,Bot
15505,1390682,0,0,0,0,0,15,3,0.0,1086,290,349,67,380,182,0.138383038,35,9201.830769,Human
15506,1049737,0,0,0,0,0,35,21,0.0,5039,1637,129,60,3029,328,0.138376369,14,184977.625,Human
15507,61005404,0,0,0,0,0,0,0,0.0,1990,356,703,114,817,200,0.13837346,43,12917.56989,Human
15508,16143594,0,0,0,0,0,2141,22,0.041079466,7747,2023,2591,1207,1915,275,0.138357925,102,134790.8519,Human
15509,2851134,0,0,0,0,0,6,1,0.0,2431,52,1332,420,627,191,0.138355529,43,3742.794872,Human
15510,2153367,0,0,0,0,0,519,9,0.017128176,2259,222,1121,318,592,223,0.138352009,51,56524.12727,Human
15511,1281646,0,0,0,0,0,21,6,0.017409446,1476,415,603,173,285,141,0.138333741,100,26569.46341,Human
15512,46329147,0,0,0,0,0,0,0,0.033502651,488,368,2,1,117,138,0.138307794,23,16655.94872,Human
15513,2692094,0,0,0,0,0,3,0,0.024108673,1541,132,1113,60,235,173,0.138307171,41,11861.52542,Human
15514,8483753,0,0,0,0,0,1,0,0.12816799,1526,72,620,311,523,131,0.13826994,32,1320.477273,Human
15515,7267458,0,0,0,0,0,25,0,0.03976443,3175,28,741,353,2042,255,0.138265398,6,1162.6,Human
15516,1035546,0,0,0,0,0,25,19,0.021595212,115,28,44,13,30,31,0.138251964,12,3739.230769,Human
15517,25966642,0,0,0,0,0,37,4,0.0,676,371,97,119,85,158,0.138246581,32,31947.11864,Human
15518,4999586,0,0,0,0,0,6,0,0.022701585,1619,412,834,129,244,197,0.138233636,75,7983.892857,Human
15519,6055324,0,0,0,0,0,0,0,0.0,718,2,153,67,496,114,0.13820097,13,13059.4303,Human
15520,8878045,0,0,0,0,0,30,13,0.024275709,1800,99,1165,198,338,245,0.138200271,53,1018.06,Human
15521,239422,0,0,0,0,0,67,0,0.022989794,572,295,144,51,68,157,0.138192002,36,6038.140845,Human
15522,13316248,0,0,0,0,0,516,123,0.025281466,1992,902,406,137,541,220,0.138187683,43,6970.826087,Human
15523,1173057,0,0,0,0,0,232,4,0.0,1069,135,52,145,735,192,0.138187103,6,5502.080645,Human
15524,644871,0,0,0,0,0,11,24,0.0,4397,42,1409,1416,1530,310,0.138158492,15,5151.588235,Human
15525,59967451,0,0,0,0,0,24,0,0.085420626,1756,308,919,238,291,213,0.138130643,31,5548.818182,Human
15526,5085485,0,0,0,0,0,279,14,0.0,1728,443,517,223,545,274,0.138106938,49,59694.38462,Human
15527,6755375,0,0,0,0,0,27,0,0.022976936,453,79,126,103,145,70,0.138087847,6,29472.64,Human
15528,26436946,0,0,0,0,0,48,7,0.0,3099,2,151,1260,1682,232,0.138069088,3,336.0,Human
15529,9736066,0,0,0,0,0,85,39,0.0,734,133,300,42,250,114,0.138057527,12,10344.05263,Human
15530,3239697,0,0,0,0,0,15,10,0.028043098,3880,1294,1099,342,1126,250,0.13803287,16,36208.5,Human
15531,13513058,0,0,0,0,0,93,48,0.027688359,7543,835,2374,1998,2144,311,0.138008697,18,46291.88462,Human
15532,55568005,0,0,0,0,0,49,27,0.036319189,277,46,133,39,59,74,0.138001638,13,4206.142857,Human
15533,1029718,0,0,0,0,0,90,3,0.013023291,5628,3588,864,471,668,343,0.137968331,33,182866.8571,Human
15534,315796,0,0,0,0,0,15,5,0.017063418,1037,71,643,183,140,147,0.137954119,52,3366.290909,Human
15535,5411982,0,0,0,0,0,542,18,0.0,1296,517,294,43,441,196,0.137945523,27,2327.8,Human
15536,13205732,0,0,0,0,0,2,0,0.039496315,213,154,7,27,24,85,0.137943664,23,19208.98571,Human
15537,2659478,0,0,0,0,0,11,3,0.0,5915,791,1949,1091,2078,254,0.137920699,13,75729.63636,Human
15538,39339393,0,0,0,0,0,45,43,0.017538387,3712,43,393,1078,2005,189,0.137899401,11,87.5,Human
15539,12027325,0,0,0,0,0,1,0,0.022805872,480,29,212,21,218,134,0.13787566,10,26175.42857,Human
15540,1290739,0,0,0,0,0,28,11,0.0,3904,724,1003,420,1678,246,0.13785655,167,19951.77778,Human
15541,3969036,0,0,0,0,0,4,0,0.037274527,352,196,46,33,76,171,0.137855752,25,1503.322581,Human
15542,13801017,0,0,0,0,0,29,1,0.02850988,3951,234,2597,184,935,220,0.137847613,33,31272.23288,Human
15543,6401,0,0,0,0,0,200,37,0.037493436,3597,633,1404,659,846,287,0.137823568,36,13881.77273,Human
15544,3286998,0,0,0,0,0,80,9,0.030982222,7151,1899,840,1374,3001,309,0.137817359,52,115178.44,Human
15545,36486349,0,0,0,0,0,2,0,0.074154387,285,69,133,14,69,38,0.13780986,12,11867.87234,Human
15546,9519,0,0,0,0,0,114,23,0.0,320,144,64,37,75,63,0.137788856,35,8201.103448,Human
15547,8095978,0,0,0,0,0,31,0,0.0249141,3158,91,27,230,2743,197,0.137779658,11,4203.404255,Human
15548,224132,0,0,0,0,0,19,6,0.034702059,672,149,286,81,105,176,0.137778888,27,7436.153846,Human
15549,1190097,0,0,0,0,0,282,16,0.008512491,8531,2310,3934,741,1520,328,0.137765635,61,181464.92,Human
15550,8526215,0,0,0,0,0,25,44,0.005327608,395,63,192,54,84,67,0.137752412,30,23236.35,Human
15551,6277322,0,0,0,0,0,0,0,0.019701962,2666,298,993,332,1025,252,0.137744715,72,15381.7,Human
15552,2716794,0,0,0,0,0,302,1,0.015421848,3720,624,1383,363,1321,308,0.13772428,40,15472.2,Human
15553,3191890,0,0,0,0,0,7,1,0.02274609,809,177,421,40,171,154,0.137710886,34,4655.84127,Human
15554,2098816,0,0,0,0,0,32,0,0.019965384,802,486,184,61,59,172,0.137694659,35,38745.65306,Human
15555,16069990,0,0,0,0,0,19,0,0.013229531,728,40,277,53,358,122,0.13769459,19,11217.14286,Human
15556,5521887,0,0,0,0,0,47,10,0.018506646,377,37,165,40,133,88,0.137685493,8,11237.5,Human
15557,6843,0,0,0,0,0,4766,10,0.0,4588,979,549,296,2761,238,0.137667141,26,69564.32,Human
15558,238531,0,0,0,0,0,3221,8,0.015983277,868,291,172,105,283,118,0.137642566,60,5377.380282,Human
15559,50244265,0,0,0,0,0,384,29,0.0,3293,750,314,118,2038,319,0.137627655,3,6857.179487,Human
15560,2731416,0,0,0,0,0,68,10,0.140938115,54,8,1,31,14,33,0.137618825,2,57.0,Human
15561,49230821,0,0,0,0,0,7,4,0.0,280,39,101,35,105,89,0.137613894,8,715.7352941,Human
15562,4208120,0,0,0,0,0,11,3,0.013637578,390,37,160,117,76,98,0.13758313,11,22885.69565,Human
15563,1476506,0,0,0,0,0,15,2,0.018006142,398,61,111,85,138,105,0.137548478,14,22678.48485,Human
15564,16544120,0,0,0,0,0,54,0,0.019781618,3799,1345,1156,482,816,297,0.137546458,65,69853.26471,Human
15565,53565845,0,0,0,0,0,2,1,0.022890637,2585,46,776,218,1537,188,0.137534156,40,3506.458333,Human
15566,25310870,0,0,0,0,0,37,64,0.0,3703,410,826,790,1585,272,0.137531823,28,34596.19512,Human
15567,15113219,0,0,0,0,0,1,0,0.029617505,348,157,135,10,46,97,0.137506935,26,31130.30303,Human
15568,5321364,0,0,0,0,0,76,38,0.012438597,2315,73,252,823,822,193,0.137495943,10,45107.69231,Human
15569,6745730,0,0,0,0,0,1447,0,0.0,2212,824,572,200,612,289,0.1374735,16,23714.66667,Human
15570,9457025,0,0,0,0,0,28,10,0.014651592,7154,165,5139,310,1540,271,0.13746485,10,1614.416667,Human
15571,40846040,0,0,0,0,0,70,0,0.021473021,4456,1680,92,216,2415,340,0.137438261,20,8193.555556,Human
15572,3411033,0,0,0,0,0,44,0,0.0,3779,997,435,340,2001,342,0.137434623,21,7514.583333,Human
15573,671836,0,0,0,0,0,940,95,0.094856975,66,7,13,29,17,20,0.137428781,4,229.0,Human
15574,16275880,0,0,0,0,0,48,6,0.027955646,4011,830,2032,388,760,254,0.137411325,179,14084.55556,Human
15575,1772435,0,0,0,0,0,31,18,0.026784427,4996,612,1687,719,1974,314,0.137410789,43,36396.41509,Human
15576,7016425,0,0,0,0,0,2,3,0.023592892,4476,226,2301,819,1128,219,0.137399576,5,32644.76471,Human
15577,2697550,0,0,0,0,0,267,151,0.0,3474,1929,23,148,1352,327,0.137376054,6,20480.61905,Human
15578,61782012,0,0,0,0,0,1,0,0.008432501,298,25,184,20,69,39,0.13737124,21,2781.090909,Human
15579,10454670,0,0,0,0,0,106,66,0.0,6728,234,2473,1663,2266,312,0.137366575,10,18169.48148,Human
15580,33268011,0,0,0,0,0,7,0,0.033687895,2377,261,1562,134,420,207,0.137362128,64,22393.26829,Human
15581,58931401,0,0,0,0,0,25,3,0.0,3702,3,4,401,3276,274,0.137345678,2,5378.0,Human
15582,16143208,0,0,0,0,0,86,0,0.015182986,445,266,0,179,0,183,0.1373082,14,52140.0,Human
15583,5557633,0,0,0,0,0,58,26,0.013948734,639,196,215,62,150,148,0.137306697,15,25616.95,Human
15584,1422582,0,0,0,0,0,17,3,0.071311909,2148,329,1257,202,356,211,0.137293415,23,17670.30233,Human
15585,1205228,0,0,0,0,0,189,29,0.019538377,4810,407,931,397,3023,331,0.137290039,36,6404.631579,Human
15586,61470494,0,0,0,0,0,3,0,0.015866042,621,70,203,119,229,132,0.13726383,24,927.5675676,Human
15587,42938544,0,0,0,0,0,1,0,0.0,199,1,13,19,166,73,0.137256238,7,4112.0,Human
15588,22780683,0,0,0,0,0,191,0,0.019575045,4002,1153,114,17,2717,344,0.137247651,47,47735.69231,Human
15589,73843275,0,0,0,0,0,19,1,0.0,4125,468,478,1054,2085,265,0.137245857,11,7345.142857,Human
15590,306521,0,0,0,0,0,756,20,0.0,2509,483,528,427,1035,273,0.137244064,12,32252.93617,Human
15591,9095250,0,0,0,0,0,1,1,0.026772137,314,7,141,77,87,82,0.137239204,9,28948.375,Human
15592,19549652,0,0,0,0,0,8,0,0.0,5381,388,536,880,3569,298,0.137234271,5,13882.35294,Human
15593,5013077,0,0,0,0,0,39,23,0.0,2556,419,599,177,1361,254,0.137230103,12,42878.76923,Bot
15594,28956764,0,0,0,0,0,4,0,0.025614779,1089,685,128,89,187,164,0.137200556,24,1254.473684,Human
15595,41973254,0,0,0,0,0,9,0,0.011284708,3317,1080,934,447,855,301,0.137198063,80,52006.09091,Bot
15596,5555349,0,0,0,0,0,38,21,0.016191196,2204,809,851,257,285,199,0.13718602,90,99362.77778,Human
15597,7001223,0,0,0,0,0,71,0,0.0,2152,518,893,183,557,239,0.137163383,133,27534.76623,Human
15598,10292079,0,0,0,1,0,17,1,0.049672167,4354,571,2087,674,1022,217,0.137160888,13,32303.88889,Human
15599,3902892,0,0,0,0,0,591,4,0.028565486,2519,856,958,195,507,240,0.137158633,103,34614.01205,Human
15600,1334295,0,0,0,0,0,301,28,0.0,553,78,38,269,163,171,0.137152685,14,23333.84,Human
15601,8318344,0,0,0,0,0,34,90,0.015935151,4144,664,1862,670,888,193,0.137139004,22,49110.44828,Human
15602,24977596,0,0,0,0,0,66,33,0.0,11360,2193,4262,1195,3692,335,0.137137048,100,102592.0,Human
15603,51066321,0,0,0,0,0,1,0,0.059433476,262,257,2,1,2,114,0.137114828,69,14170.72917,Human
15604,13281535,0,0,0,0,0,0,0,0.023811135,3339,228,1693,293,1125,247,0.137113684,33,6098.773585,Human
15605,3487107,0,0,0,0,0,5,2,0.021471315,227,33,17,43,129,75,0.137113044,11,12001.18519,Bot
15606,1948024,0,0,0,0,0,10,8,0.318769001,3660,29,369,433,2829,284,0.137098903,6,14367.6,Human
15607,9417722,0,0,0,0,0,27,2,0.149879856,516,77,95,94,249,69,0.137092689,3,13059.4303,Human
15608,28569040,0,0,0,0,0,6,0,0.017276687,1351,523,468,143,217,155,0.137090996,39,5657.678161,Human
15609,54129,0,0,0,0,0,298,0,0.011548429,5131,2077,1206,641,1187,336,0.137089934,130,64660.66667,Human
15610,5446284,0,0,0,0,0,1,0,0.016782526,761,191,341,104,122,118,0.137082045,25,13745.15,Human
15611,12578616,0,0,0,0,0,117,17,0.036215375,457,62,204,44,147,92,0.137036161,11,1017.619048,Human
15612,67995771,0,0,0,0,0,9,9,0.0,457,56,157,68,176,77,0.137017035,20,44865.70455,Human
15613,7409981,0,0,0,0,0,21,0,0.01525369,1758,466,850,121,321,239,0.137016932,102,1312.283019,Human
15614,1595262,0,0,0,0,0,54,8,0.031129849,1608,286,342,422,554,245,0.137014554,35,18214.92727,Human
15615,33876448,0,0,0,0,0,6,19,0.0,1414,4,352,222,836,127,0.13701393,9,425.0,Human
15616,58297459,0,0,0,0,0,2,0,0.046404078,4603,43,1144,1202,2202,208,0.137001219,9,2948.090909,Human
15617,14270899,0,0,0,0,0,5,1,0.013253383,660,93,201,197,169,90,0.136982869,25,9218.09375,Human
15618,1938,0,0,0,0,0,274,10,0.009161302,4169,682,1527,899,1056,243,0.136979846,20,56625.0,Human
15619,33253653,0,0,0,0,0,35,0,0.024232845,7077,859,3022,990,2205,232,0.136973496,32,78626.16,Human
15620,762030,0,0,0,0,0,43,21,0.022042997,4659,382,1141,624,2371,223,0.136964608,19,2146.178571,Human
15621,20542738,0,0,0,0,0,1,0,0.008297973,3142,29,197,350,2525,313,0.136956309,3,2234.75,Human
15622,43494761,0,0,0,0,0,7,1,0.013687711,3880,405,1410,680,1384,247,0.136948557,13,2232.487805,Human
15623,51718346,0,0,0,0,0,2,0,0.0,3879,721,0,1135,882,265,0.136914998,4,62284.33333,Bot
15624,6527504,0,0,0,0,0,5,0,0.03193486,1479,316,459,151,550,206,0.136905442,38,6342.246575,Human
15625,92293815,0,0,0,0,0,0,0,0.046161143,101,99,2,0,0,36,0.136904762,25,9100.015873,Human
15626,45179589,0,0,0,0,0,10,2,0.0,1386,925,286,53,106,188,0.136895417,53,26421.95946,Human
15627,49707495,0,0,0,0,0,18,0,0.0,727,141,366,54,166,127,0.136885453,32,9940.95122,Human
15628,25395032,0,0,0,0,0,8,6,0.023569018,997,70,140,167,602,206,0.136860647,12,12037.48387,Bot
15629,68560244,0,0,0,0,0,0,0,0.0,213,176,0,0,37,83,0.136858985,24,2789.311475,Human
15630,18736235,0,0,0,0,0,1,0,0.0,3444,24,1426,1239,755,114,0.136850264,10,10961.0,Human
15631,1938181,0,0,0,0,0,5,0,0.018236393,810,67,385,62,295,129,0.136849123,41,16561.17391,Human
15632,69727,0,0,0,0,0,308,0,0.029032031,1174,550,119,87,414,266,0.136841788,54,13154.53191,Human
15633,49731213,0,0,0,0,0,27,1,0.0,3858,499,1047,596,1589,321,0.136836083,22,20986.30233,Human
15634,17735,0,0,0,0,0,395,108,0.0,4273,527,1598,677,1425,250,0.136819598,21,45388.41176,Human
15635,183678,0,0,0,0,0,4287,1,0.0,4176,1833,826,239,1245,250,0.136799499,96,130521.6,Human
15636,931192,0,0,0,0,0,25,14,0.045357253,656,19,178,185,274,87,0.136791302,5,250.0,Human
15637,14295305,0,0,0,0,0,7,1,0.014924461,592,25,340,65,159,98,0.136780021,25,31790.08333,Human
15638,2895723,0,0,0,0,0,24,3,0.025489807,1906,221,1074,98,513,211,0.136756438,30,5158.698413,Human
15639,1699466,0,0,0,0,0,208,1,0.015240627,7329,1565,3573,763,1418,276,0.136755803,66,112363.3333,Human
15640,29042635,0,0,0,0,0,1,5,0.0,303,6,95,70,131,59,0.136752527,7,54869.5,Human
15641,683297,0,0,0,0,0,14,12,0.009686739,673,76,253,111,211,103,0.136748322,29,4123.142857,Human
15642,10995762,0,0,0,0,0,504,54,0.015686693,3135,962,484,186,1435,320,0.136744194,47,22080.64583,Human
15643,24543009,0,0,0,0,0,17,131,0.0,4284,4,5,4258,17,169,0.136736676,4,13059.4303,Human
15644,19922556,0,0,0,0,0,908,237,0.0,3348,77,24,2901,343,264,0.13673651,16,20554.17857,Human
15645,1775438,0,0,0,0,0,2,0,0.0,623,164,205,126,115,103,0.136734415,7,23638.0241,Human
15646,275961,0,0,0,0,0,51,2,0.018040976,5449,1635,1698,905,1208,237,0.136721036,210,16185.43478,Human
15647,151885,0,0,0,0,0,99,10,0.0,340,3,98,144,94,66,0.136717172,9,5747.0,Human
15648,6210322,0,0,0,0,0,72,0,0.019951449,1177,305,475,171,204,174,0.136702526,75,18461.26667,Human
15649,2472225,0,0,0,0,0,620,19,0.015807238,4018,1426,337,147,2105,219,0.136684219,15,44668.73469,Human
15650,58938354,0,0,0,0,0,0,0,0.034277328,745,25,256,142,322,90,0.136655148,23,293.75,Human
